"name","prop","createtime"
"tm-tour-101","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-06 18:55"",""showhandcards"":false}","30/1/2021 14:33:57"
"tm-tour-738","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-26 09:32"",""showhandcards"":false}","30/1/2021 14:34:05"
"tm-tour-743","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-02 15:49"",""showhandcards"":false}","30/1/2021 14:34:12"
"tm-tour-583","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-21 18:59"",""showhandcards"":false}","30/1/2021 14:34:20"
"tm-tour-846","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 18:31"",""showhandcards"":false}","30/1/2021 14:34:28"
"tm-tour-801","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-22 09:17"",""showhandcards"":false}","30/1/2021 14:34:48"
"tm-tour-136","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-06 18:54"",""showhandcards"":false}","30/1/2021 14:34:55"
"tm-tour-552","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-09 19:10"",""showhandcards"":true}","30/1/2021 14:35:03"
"tm-tour-515","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-05 12:44"",""showhandcards"":false}","30/1/2021 14:35:10"
"cookies","{}","4/3/2021 00:42:18"
"jordanzhu","{}","4/3/2021 02:02:16"
"ddxy","{""rollbackNum"":5,""rollbackDate"":""2021-08-04"",""vip"":true,""vipDate"":""2022-08-30"",""accessDate"":""2021-08-11 09:27"",""showhandcards"":true}","26/1/2021 11:31:44"
"tm-tour-426","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-05 20:05"",""showhandcards"":true}","30/1/2021 14:32:26"
"尼禄","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-11 01:11"",""showhandcards"":false}","8/1/2021 14:45:08"
"12345","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-11 08:39"",""showhandcards"":false}","22/1/2021 14:55:43"
"tm-tour-213","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-04 19:48"",""showhandcards"":false}","30/1/2021 14:35:16"
"tm-tour-688","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 11:15"",""showhandcards"":false}","30/1/2021 14:51:38"
"tm-tour-630","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-29 16:07"",""showhandcards"":true}","30/1/2021 14:59:14"
"tm-tour-91","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-12 20:00"",""showhandcards"":false}","30/1/2021 14:59:14"
"tm-tour-305","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-04 19:50"",""showhandcards"":false}","30/1/2021 14:59:14"
"tm-tour-163","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-06 21:11"",""showhandcards"":false}","30/1/2021 14:59:14"
"tm-tour-398","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-04 19:31"",""showhandcards"":false}","30/1/2021 14:59:14"
"tm-tour-961","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 12:12"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-554","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-07-09 18:38"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-701","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-28 22:52"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-597","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-25 18:36"",""showhandcards"":false}","30/1/2021 14:59:14"
"tm-tour-592","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-07-17 16:01"",""showhandcards"":true}","30/1/2021 14:59:14"
"tour-960","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-27 19:24"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-843","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 14:59:14"
"tour-7","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-23 16:32"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-513","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-06-16 09:30"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-642","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-19 08:48"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-496","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-15 23:42"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-279","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-09 13:04"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-3","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-06-10 09:30"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-418","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-17 00:09"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-123","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-30 13:46"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-45","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-26 17:21"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-661","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-20 19:49"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-63","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-20 19:46"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-788","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 14:59:14"
"tour-238","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-28 22:33"",""showhandcards"":true}","30/1/2021 14:59:14"
"tour-345","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-10 23:41"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-300","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-10 12:02"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-509","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-20 23:06"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-532","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-18 18:49"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-978","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-28 20:21"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-724","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 14:59:14"
"tour-975","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-29 16:36"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-528","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-18 18:49"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-416","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-13 18:09"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-290","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-11 19:16"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-486","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-08-05 19:32"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-626","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-20 19:56"",""showhandcards"":false}","30/1/2021 14:59:14"
"tour-821","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 15:00:07"
"tour-747","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 15:11:54"
"tour-798","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 15:11:54"
"tour-307","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-18 18:50"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-241","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-10 10:30"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-640","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-19 13:37"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-617","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-24 16:49"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-222","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-14 13:23"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-780","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-07 21:06"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-21","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-09 00:45"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-449","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-16 22:07"",""showhandcards"":true}","30/1/2021 15:11:54"
"tour-857","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 15:11:54"
"tour-440","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-06-08 14:09"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-518","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-18 18:49"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-829","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30""}","30/1/2021 15:11:54"
"tour-710","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-06-03 09:51"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-428","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-24 16:53"",""showhandcards"":false}","30/1/2021 15:11:54"
"tour-234","{""rollbackNum"":5,""rollbackDate"":""2021-01-30"",""vip"":false,""vipDate"":""2021-01-30"",""accessDate"":""2021-05-08 18:32"",""showhandcards"":false}","30/1/2021 15:11:54"
"多胖","{""rollbackNum"":5,""rollbackDate"":""2021-06-03"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-27 10:57"",""showhandcards"":false}","30/1/2021 21:40:37"
"kakyoin","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-07-31 20:20"",""showhandcards"":true}","31/1/2021 19:07:08"
"NPCXiGua","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-05 20:29"",""showhandcards"":false}","31/1/2021 23:26:07"
"joshua","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-04-30 13:34"",""showhandcards"":false}","2/2/2021 23:21:08"
"Liveus","{""rollbackNum"":5,""rollbackDate"":""2021-02-04"",""vip"":true,""vipDate"":""2021-08-30""}","4/2/2021 21:40:16"
"沧浪星","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-26 23:11"",""showhandcards"":true}","6/2/2021 02:14:41"
"Ernest","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-07-25 20:27"",""showhandcards"":false}","6/2/2021 21:48:08"
"tour-267","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-12 21:17"",""showhandcards"":false}","9/2/2021 12:46:07"
"tour-175","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 15:11"",""showhandcards"":false}","9/2/2021 12:46:07"
"tour-962","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-29 14:23"",""showhandcards"":false}","9/2/2021 12:46:07"
"tour-555","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-23 15:47"",""showhandcards"":false}","9/2/2021 12:46:07"
"tour-715","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-24 13:20"",""showhandcards"":false}","9/2/2021 12:46:07"
"tour-533","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-19 21:27"",""showhandcards"":false}","9/2/2021 12:46:08"
"水鬼","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-09 02:03"",""showhandcards"":false}","5/2/2021 18:46:32"
"瑞凤","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-08 17:32"",""showhandcards"":false}","6/2/2021 15:45:51"
"black_UUZ","{""rollbackNum"":5,""rollbackDate"":""2021-08-06"",""vip"":true,""vipDate"":""2021-12-01"",""accessDate"":""2021-08-07 19:16"",""showhandcards"":false}","8/2/2021 21:30:48"
"123w","{""rollbackNum"":5,""rollbackDate"":""2021-06-09"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-04 16:39"",""showhandcards"":false}","3/2/2021 20:41:05"
"reimu","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-05 10:33"",""showhandcards"":false}","6/2/2021 22:20:06"
"Byuan","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-08-10 17:19"",""showhandcards"":false}","6/2/2021 19:48:20"
"冬夜丶","{""rollbackNum"":5,""rollbackDate"":""2021-02-05"",""vip"":true,""vipDate"":""2021-08-30"",""accessDate"":""2021-08-09 00:38"",""showhandcards"":false}","5/2/2021 18:45:40"
"tour-111","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 17:55"",""showhandcards"":false}","9/2/2021 12:46:08"
"tour-413","{""rollbackNum"":5,""rollbackDate"":""2021-05-11"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-11 20:39"",""showhandcards"":true}","9/2/2021 12:46:08"
"tour-148","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 17:35"",""showhandcards"":false}","9/2/2021 12:46:08"
"tour-688","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-20 23:53"",""showhandcards"":false}","9/2/2021 12:46:08"
"tour-904","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-07-17 12:17"",""showhandcards"":false}","9/2/2021 12:46:08"
"tour-969","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-28 18:12"",""showhandcards"":false}","9/2/2021 12:46:08"
"tour-561","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-19 13:54"",""showhandcards"":false}","9/2/2021 12:46:08"
"tour-670","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-20 19:18"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-367","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-19 00:58"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-356","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-01 21:34"",""showhandcards"":true}","9/2/2021 12:48:40"
"tour-252","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-29 22:37"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-314","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-09 19:47"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-613","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-22 00:54"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-260","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 21:54"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-369","{""rollbackNum"":5,""rollbackDate"":""2021-05-11"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-11 20:41"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-672","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-22 13:44"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-242","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-08 21:53"",""showhandcards"":false}","9/2/2021 12:48:40"
"tour-469","{""rollbackNum"":5,""rollbackDate"":""2021-05-12"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-06-21 17:44"",""showhandcards"":true}","9/2/2021 12:48:40"
"tour-334","{""rollbackNum"":5,""rollbackDate"":""2021-04-30"",""vip"":false,""vipDate"":""2021-01-01"",""accessDate"":""2021-05-10 20:59"",""showhandcards"":false}","9/2/2021 12:48:40"
